Dataset,Human Samples,Relative Error
helmet,100,1.0006205312392713
helmet,200,0.7383474371736733
helmet,300,0.603759634152266
helmet,400,0.5281040995816092
helmet,500,0.48887922141865
helmet,600,0.4243235200091048
helmet,700,0.39674680784677524
helmet,800,0.37280419686896976
helmet,900,0.34652730530880027
helmet,1000,0.31370600766596785
helmet,1100,0.30746646870683636
helmet,1200,0.30812389966931064
helmet,1300,0.29262014159361166
helmet,1400,0.2858654165978259
helmet,1500,0.2831325748415168
helmet,1600,0.2699403207282639
helmet,1700,0.2610868244463971
helmet,1800,0.241744094078026
helmet,1900,0.2391090729408523
helmet,2000,0.24330376131391962
helmet,2100,0.23303260639643802
helmet,2200,0.2283228110214699
helmet,2300,0.21969222309956604
helmet,2400,0.2238471656021736
helmet,2500,0.20567400651793807
helmet,2600,0.2125019745335184
helmet,2700,0.2044775239531745
helmet,2800,0.20270233624563436
helmet,2900,0.1950202441637277
helmet,3000,0.1922385167642402
helmet,3100,0.18360781231398945
helmet,3200,0.19549783497326054
helmet,3300,0.1876628958540465
helmet,3400,0.17664899885659463
helmet,3500,0.17632995390940903
helmet,3600,0.1795882426102741
helmet,3700,0.16667392556196348
helmet,3800,0.1764022853657249
helmet,3900,0.17710842271811192
helmet,4000,0.1660318980794152
helmet,4100,0.1710888190933769
helmet,4200,0.16294272648508365
helmet,4300,0.1671228478180949
helmet,4400,0.16108696792504223
helmet,4500,0.16625485378525218
helmet,4600,0.15694995947950607
helmet,4700,0.16077413421138495
helmet,4800,0.15571711210791628
helmet,4900,0.14979954506616314
helmet,5000,0.1552467764525587
helmet,5100,0.1425712393429126
helmet,5200,0.1476203129033274
helmet,5300,0.1495262275303531
helmet,5400,0.1443699240947409
helmet,5500,0.14133032413084037
helmet,5600,0.1387493953191111
helmet,5700,0.1450230225357871
helmet,5800,0.14068807993971427
helmet,5900,0.14258626190086865
helmet,6000,0.13776185196382149
helmet,6100,0.13834316322642556
helmet,6200,0.12987165767365694
helmet,6300,0.13696674427776268
helmet,6400,0.1299194825800782
helmet,6500,0.13340333296271276
helmet,6600,0.13036278330736598
helmet,6700,0.13045967457573213
helmet,6800,0.13341751808110217
helmet,6900,0.1334188435426095
helmet,7000,0.1297778259730782
helmet,7100,0.13369220317522243
helmet,7200,0.12994764009850374
helmet,7300,0.12282258041084403
helmet,7400,0.12682122782391025
helmet,7500,0.12487573260681029
helmet,7600,0.12254123849787821
helmet,7700,0.12158344387298298
helmet,7800,0.11407745675877048
helmet,7900,0.12226484921067664
helmet,8000,0.12736375111354087
helmet,8100,0.1173426998944436
helmet,8200,0.11786382469140476
helmet,8300,0.11989817749477327
helmet,8400,0.12435204629316375
helmet,8500,0.12192743773204905
helmet,8600,0.1198137703436194
helmet,8700,0.11095593892631396
helmet,8800,0.11326711819004343
helmet,8900,0.11863515073588402
helmet,9000,0.1131780815683579
helmet,9100,0.11594721705916262
helmet,9200,0.1140627584227815
helmet,9300,0.11298200447511568
