Dataset,Human Samples,Relative Error
helmet,35600,0.01699395472621951
helmet,35700,0.014899498218232027
helmet,35800,0.01517923022003742
helmet,35900,0.016569111332251092
helmet,36000,0.014817442316728862
helmet,36100,0.016229778135987853
helmet,36200,0.017339866558443016
helmet,36300,0.016369566730086764
helmet,36400,0.016877969871974135
helmet,36500,0.01549745263783651
helmet,36600,0.016517590410398325
helmet,36700,0.015050914834029238
helmet,36800,0.016795235146454777
helmet,36900,0.014278217214981948
helmet,37000,0.016985056321566997
helmet,37100,0.016680262014176796
helmet,37200,0.017258963751993765
helmet,37300,0.018177434460675657
helmet,37400,0.016372820858039462
helmet,37500,0.017114647004408602
helmet,37600,0.016954504525554775
helmet,37700,0.014889088009634763
helmet,37800,0.016407880797940755
helmet,37900,0.017089403758222512
helmet,38000,0.01725187633019572
helmet,38100,0.016684098266581397
helmet,38200,0.01610884103868348
helmet,38300,0.01739011426140164
helmet,38400,0.013135403582344416
helmet,38500,0.017330331998079238
helmet,38600,0.015191342357966812
helmet,38700,0.01506907854057568
helmet,38800,0.015448072856740814
helmet,38900,0.015278831642103573
helmet,39000,0.01559465623671328
helmet,39100,0.015245079656808233
helmet,39200,0.015656829466936258
helmet,39300,0.01760879281373366
helmet,39400,0.015294657083298661
helmet,39500,0.014263394653695196
helmet,39600,0.017086936166259573
helmet,39700,0.014355631792356027
helmet,39800,0.018180227949893785
helmet,39900,0.015540700490097373
helmet,40000,0.01575776845513389
helmet,40100,0.015834071480761474
helmet,40200,0.014258905127472844
helmet,40300,0.016230266274353606
helmet,40400,0.016837929321908963
helmet,40500,0.016860148409798204
helmet,40600,0.015806190207003443
helmet,40700,0.017502559721801297
