Dataset,Human Samples,Relative Error
helmet,8600,0.11573585460377676
helmet,8700,0.1108116072557138
helmet,8800,0.10893607131380034
helmet,8900,0.11099377691330982
helmet,9000,0.10848140277607983
helmet,9100,0.10585753218190694
helmet,9200,0.10697106729401912
helmet,9300,0.10629626540656843
helmet,9400,0.1037232174157669
helmet,9500,0.10781827607652988
helmet,9600,0.09982466478461295
helmet,9700,0.10202779450993973
helmet,9800,0.10497557119290656
helmet,9900,0.10640359598285844
helmet,10000,0.1015235307866759
helmet,10100,0.10199442774803205
helmet,10200,0.09768783609258348
helmet,10300,0.10617460892530617
helmet,10400,0.10368965097889496
helmet,10500,0.10036823752481687
helmet,10600,0.10136533811942514
helmet,10700,0.10360118201573289
helmet,10800,0.09678449028433887
helmet,10900,0.09758847781781874
helmet,11000,0.09931879114891447
helmet,11100,0.09849133418460519
helmet,11200,0.09791855767956016
helmet,11300,0.09895161845661968
helmet,11400,0.09727975747233344
helmet,11500,0.09618342184121095
helmet,11600,0.09493002735973699
helmet,11700,0.09648083443507695
helmet,11800,0.09393800057871035
helmet,11900,0.09148266663467366
helmet,12000,0.09554927708927939
helmet,12100,0.09289294028253593
helmet,12200,0.09530209532898909
helmet,12300,0.09098646950040466
helmet,12400,0.09386745613170126
helmet,12500,0.09069230170115712
helmet,12600,0.08989281146736741
helmet,12700,0.09215203550158582
helmet,12800,0.08819726679992321
helmet,12900,0.08904410034937012
helmet,13000,0.08893234394969717
helmet,13100,0.08783883457815629
helmet,13200,0.0904297067380089
helmet,13300,0.08835951340234434
helmet,13400,0.08920453616054218
helmet,13500,0.09058983671233614
helmet,13600,0.08818920615521576
helmet,13700,0.08551141638314737
helmet,13800,0.08879382728545859
helmet,13900,0.08690448577384971
helmet,14000,0.09178191622274415
helmet,14100,0.08242468351038133
helmet,14200,0.08378938482793366
helmet,14300,0.08407875635014726
helmet,14400,0.08389223989902092
helmet,14500,0.08439591708200399
helmet,14600,0.08681432634166915
helmet,14700,0.0839335335837848
helmet,14800,0.08538890038580603
helmet,14900,0.08684090584413838
helmet,15000,0.08562274093936485
helmet,15100,0.08249707809177002
helmet,15200,0.08413995369528052
helmet,15300,0.08232888158181013
helmet,15400,0.08179829159184561
helmet,15500,0.08174864034594094
helmet,15600,0.07975472906832497
helmet,15700,0.08251634340239855
helmet,15800,0.08387364834384464
helmet,15900,0.083402936613024
helmet,16000,0.07939663855698105
helmet,16100,0.07996012525901096
helmet,16200,0.07916210622022311
helmet,16300,0.08283555697695612
helmet,16400,0.07981047066232348
helmet,16500,0.0777960166956113
helmet,16600,0.07973369356308956
helmet,16700,0.07617417908259541
helmet,16800,0.08023889669661464
helmet,16900,0.08059262686549874
helmet,17000,0.07882740549802057
helmet,17100,0.07776806738067579
helmet,17200,0.07486572396603967
helmet,17300,0.07711616286642702
helmet,17400,0.07928799356408517
helmet,17500,0.07894939228922442
helmet,17600,0.07768499965673509
helmet,17700,0.07610223710306292
helmet,17800,0.07956162076366202
helmet,17900,0.07343143091200438
helmet,18000,0.07545953241322668
helmet,18100,0.07672375724868635
helmet,18200,0.0800445999857272
helmet,18300,0.07689466016754731
helmet,18400,0.07801009902779776
helmet,18500,0.07408555002418742
helmet,18600,0.07453577811080378
helmet,18700,0.07366261005562244
helmet,18800,0.07531715137694894
helmet,18900,0.07560730967890374
helmet,19000,0.07638251957059106
helmet,19100,0.07451261024238826
helmet,19200,0.07795868186932356
helmet,19300,0.07873768285158583
helmet,19400,0.0767145628733706
helmet,19500,0.07042684559864008
helmet,19600,0.07516292899500016
helmet,19700,0.07428311434925813
helmet,19800,0.0718454718050921
helmet,19900,0.07514890223438953
helmet,20000,0.07441644065364122
helmet,20100,0.07211864164840277
helmet,20200,0.07189524457321428
helmet,20300,0.07331554132899865
helmet,20400,0.07492479166590835
helmet,20500,0.07080309627765596
helmet,20600,0.07105017192146237
helmet,20700,0.07248843532069855
helmet,20800,0.06974642635295819
helmet,20900,0.07195642467120514
helmet,21000,0.06973007645956193
helmet,21100,0.07012564701694876
helmet,21200,0.07363686027211355
helmet,21300,0.07151139431550484
helmet,21400,0.07053938606577373
helmet,21500,0.06926325099629492
helmet,21600,0.0693099668114873
helmet,21700,0.0680839932059274
helmet,21800,0.06897025629143931
helmet,21900,0.07105604528320109
helmet,22000,0.07101503263190066
helmet,22100,0.06823056475449489
helmet,22200,0.06687838522951889
helmet,22300,0.06640025536035955
helmet,22400,0.06797945921638157
helmet,22500,0.07255068962325356
helmet,22600,0.06730971961172101
helmet,22700,0.06696123628097612
helmet,22800,0.06800812683614264
helmet,22900,0.06904529228572893
helmet,23000,0.06668016558469778
helmet,23100,0.07101786425175051
helmet,23200,0.06560264268064038
helmet,23300,0.06657097991585134
helmet,23400,0.06663476667651431
helmet,23500,0.06874378035572573
helmet,23600,0.06798136472359304
helmet,23700,0.0685852875649545
helmet,23800,0.06759245126294534
helmet,23900,0.06754772073546056
helmet,24000,0.06653652052198904
helmet,24100,0.0661306908929483
helmet,24200,0.06598886500166253
helmet,24300,0.06888285708571244
helmet,24400,0.06528778644990162
helmet,24500,0.06649874043219113
helmet,24600,0.06783131082835696
helmet,24700,0.06716505380125491
helmet,24800,0.06554681515278708
helmet,24900,0.06587304139345478
helmet,25000,0.0662706721560329
helmet,25100,0.06386704650922956
helmet,25200,0.06507449170248601
helmet,25300,0.06528270081650141
helmet,25400,0.06627425177015155
helmet,25500,0.06476650360310839
helmet,25600,0.06334885629807901
helmet,25700,0.06491956592578194
helmet,25800,0.06314393725133707
helmet,25900,0.06545929740735762
helmet,26000,0.06246643003237973
helmet,26100,0.06430097034113287
helmet,26200,0.06334306948743498
helmet,26300,0.06251397087109009
helmet,26400,0.060264550130123176
helmet,26500,0.06387221582101375
helmet,26600,0.0629314775133692
helmet,26700,0.06308988942223158
helmet,26800,0.061532941100393534
helmet,26900,0.06341683507538759
helmet,27000,0.06203940350531553
helmet,27100,0.062499837497625436
helmet,27200,0.061846853038643124
helmet,27300,0.061529394918301186
helmet,27400,0.06317640100529305
helmet,27500,0.06125750166753272
helmet,27600,0.062240998464812514
helmet,27700,0.06269417208802323
helmet,27800,0.0610972642252974
helmet,27900,0.06253157409458389
helmet,28000,0.061517804325484746
helmet,28100,0.062001951014170865
helmet,28200,0.06196739165695416
helmet,28300,0.05926186369422556
helmet,28400,0.06261273995428576
helmet,28500,0.06541765730377672
helmet,28600,0.058823845335240654
helmet,28700,0.05912018407815819
helmet,28800,0.060218107417633865
helmet,28900,0.059784020214146555
helmet,29000,0.05847281690682337
helmet,29100,0.062048732780701665
helmet,29200,0.06036714691294727
helmet,29300,0.061088896085942195
helmet,29400,0.061596548892682866
helmet,29500,0.06069263469698754
helmet,29600,0.06000693665537287
helmet,29700,0.06019371927931531
helmet,29800,0.06053630853406407
helmet,29900,0.05796195033029632
helmet,30000,0.05753384977516323
helmet,30100,0.06038823740857192
helmet,30200,0.059817514734542575
helmet,30300,0.06089461421257383
helmet,30400,0.05860815791474158
helmet,30500,0.05930732565404012
helmet,30600,0.06053226005845925
helmet,30700,0.05757455396287539
helmet,30800,0.057438827717795134
helmet,30900,0.057130120687347505
helmet,31000,0.057446986447244455
helmet,31100,0.056850452769532364
helmet,31200,0.05767941471122653
helmet,31300,0.056827346409598994
helmet,31400,0.05853235090351026
helmet,31500,0.05770277263316318
helmet,31600,0.058875611804977614
helmet,31700,0.0602090458044166
helmet,31800,0.057456164734584
helmet,31900,0.05978345797704693
helmet,32000,0.05685450044864773
helmet,32100,0.05624767023209264
helmet,32200,0.05709360840342962
helmet,32300,0.05708265125242531
helmet,32400,0.05850113456541685
helmet,32500,0.05709330678105528
helmet,32600,0.05633759059325348
helmet,32700,0.057443583125103816
helmet,32800,0.05807190729952261
helmet,32900,0.05777303675241748
helmet,33000,0.0577384207650936
helmet,33100,0.057093179130390546
helmet,33200,0.05477065663441451
helmet,33300,0.05692276784428502
helmet,33400,0.05706492259290655
helmet,33500,0.05466495080230271
helmet,33600,0.05714074801106796
helmet,33700,0.05665373647828765
helmet,33800,0.05693018811529281
helmet,33900,0.054807145201908256
helmet,34000,0.05447492467219751
helmet,34100,0.05458845689485202
helmet,34200,0.05349798741682352
helmet,34300,0.053101038482015535
helmet,34400,0.055256391261016835
helmet,34500,0.054312628415220124
helmet,34600,0.052009777184921877
helmet,34700,0.056203838587952026
helmet,34800,0.053440319784929975
helmet,34900,0.055356426584077
helmet,35000,0.05540903741856267
helmet,35100,0.05568135259382769
helmet,35200,0.05507349088998719
helmet,35300,0.05652066007916824
helmet,35400,0.053108527682201236
helmet,35500,0.0556607067491946
helmet,35600,0.05516153286712036
helmet,35700,0.05167397353930472
helmet,35800,0.05455486153432775
helmet,35900,0.053617580206756825
helmet,36000,0.053805314313797974
helmet,36100,0.05308362113873393
helmet,36200,0.05681292315440055
helmet,36300,0.05361784336986082
helmet,36400,0.054248202109609886
helmet,36500,0.05341625057163936
helmet,36600,0.05406144562936612
helmet,36700,0.05443847083792573
helmet,36800,0.05515916155678547
helmet,36900,0.05281862599244339
helmet,37000,0.054998048611948645
helmet,37100,0.052241256009517144
helmet,37200,0.05387943639651675
helmet,37300,0.05528187881845256
helmet,37400,0.05320241884398505
helmet,37500,0.05374282632716524
helmet,37600,0.0527355538317115
helmet,37700,0.052188758798717295
helmet,37800,0.0543702998808866
helmet,37900,0.05033285434237193
helmet,38000,0.05320267822063651
helmet,38100,0.05078619524759811
helmet,38200,0.05094655122271991
helmet,38300,0.05222042915171176
helmet,38400,0.053026418195122396
helmet,38500,0.0522611720616533
helmet,38600,0.052031143944931565
helmet,38700,0.05341634323302074
helmet,38800,0.05362593547613457
helmet,38900,0.053289110658213526
helmet,39000,0.05062673628448888
helmet,39100,0.0540786433766118
helmet,39200,0.053418120541085384
helmet,39300,0.05276127058097979
helmet,39400,0.05144403240085329
helmet,39500,0.050100343350118155
helmet,39600,0.052368663695950814
helmet,39700,0.05086289479332611
helmet,39800,0.050887640874161824
helmet,39900,0.05225836882444321
helmet,40000,0.05194883364910924
helmet,40100,0.05144448795243531
helmet,40200,0.05161474059599183
helmet,40300,0.05066686060491523
helmet,40400,0.052697803544347784
helmet,40500,0.051304700158256875
helmet,40600,0.05009579868591803
helmet,40700,0.04928263691717458
